"pitches","player_id","player_name","api_game_date_month_text","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance","pitcher_run_exp","run_exp","bat_speed","swing_length","pa","bip","singles","doubles","triples","hrs","so","k_percent","bb","bb_percent","api_break_z_with_gravity","api_break_z_induced","api_break_x_arm","api_break_x_batter_in","hyper_speed","bbdist","hardhit_percent","barrels_per_bbe_percent","barrels_per_pa_percent","release_pos_z","release_pos_x","plate_x","plate_z","obp","barrels_total","batter_run_value_per_100","xobp","xslg","pitcher_run_value_per_100","xbadiff","xobpdiff","xslgdiff","wobadiff","swing_miss_percent","arm_angle"
60,686780,"Pagés, Pedro","Sep/Oct",239,25.1,0.228,0.228,0.265,0.456,0.31,0.295,0.229,13,57,90.1,12.8,2206,90,90.55,16,54,6,0.5,6.57,107,150,125,148,305,322,292,"-0.9","0.9","70.3","6.9",60,38,8,1,0,4,19,31.7,3,5,2.31183,0.53233,0.37831,0.22949,"94.5",175,47.368421052631575,7.894736842105263,5,5.62,-1.27,0.17,2.39,0.267,3,"1.475",0.269,0.413,"-1.475",-0.001,-0.0020000000000000018,0.043,0.015,29.6,"34.5"
59,682177,"Schneemann, Daniel","Jul",220,26.8,0.164,0.2,0.206,0.364,0.252,0.245,0.19,9,55,89.4,18.5,2100,89.4,89.69,16,52,7,0.29999999999999716,6.41,113,146,116,150,281,320,306,"1.9","-1.9","70.0","7.1",59,36,2,5,0,2,19,32.2,4,6.8,2.24034,0.64552,0.36424,-0.42017,"93.0",195,30.555555555555557,2.7777777777777777,1.694915254237288,5.83,-1.11,-0.2,2.18,0.22,1,"-3.176271186",0.244,0.309,"3.176271186",-0.026,-0.023999999999999994,0.055,0.007,30.8,"39.5"
59,677870,"Jiménez, Leo","Sep/Oct",244,24.2,0.191,0.085,0.25,0.277,0.293,0.372,0.272,9,47,89,16.6,2205,90.2,90.5,14,47,12,0.29999999999999716,6.64,105,151,118,146,300,322,290,"-2","2","69.7","7.4",59,33,7,1,0,1,15,25.4,3,5.1,2.27475,0.60123,0.61831,-0.00305,"94.1",187,51.515151515151516,6.0606060606060606,3.389830508474576,5.77,-0.33,-0.06,2.33,0.339,2,"3.379661017",0.404,0.42,"-3.379661017",-0.081,-0.065,-0.143,-0.079,29.8,"38.3"
59,677588,"Tena, José","Aug",261,22.6,0.357,0.143,0.429,0.5,0.386,0.436,0.349,20,56,92.3,7.6,2229,88.5,88.67,9,53,6,0.20000000000000284,6.38,116,147,115,150,291,321,299,"-4.8","4.8","71.7","6.8",59,44,16,2,0,2,12,20.3,3,5.1,2.34085,0.60508,0.31186,-0.3061,"96.7",202,54.54545454545454,18.181818181818183,13.559322033898304,5.81,-0.6,0.07,2.16,0.39,8,"8.108474576",0.383,0.642,"-8.108474576",0.008,0.007000000000000006,-0.142,-0.05,17,"37.2"
59,696100,"Goodman, Hunter","Jun",225,26.2,0.182,0.291,0.147,0.473,0.279,0.268,0.196,10,55,90.8,21.3,2261,89.6,90.49,15,54,5,0.9000000000000057,6.52,104,151,121,146,311,331,298,"0.6","-0.6","72.8","7.1",59,39,4,1,0,5,18,30.5,1,1.7,2.3378,0.51155,0.24441,-0.16542,"95.4",194,51.28205128205128,12.82051282051282,8.47457627118644,5.79,-0.36,0.2,2.32,0.203,5,"-1.052542373",0.217,0.426,"1.052542373",-0.014,-0.013999999999999985,0.047,0.011,27.8,"41.3"
59,682177,"Schneemann, Daniel","Aug",256,23,0.294,0.078,0.438,0.373,0.332,0.275,0.211,15,51,87.4,10.7,2151,88.7,89.31,14,47,12,0.5999999999999943,6.59,116,144,115,150,284,317,295,"1.4","-1.4","70.1","6.8",59,33,13,1,0,1,19,32.2,7,11.9,2.54661,0.37949,0.44661,-0.45847,"93.0",173,42.42424242424242,3.0303030303030303,1.694915254237288,5.64,-1.56,0.01,2.21,0.373,1,"-2.303389831",0.305,0.283,"2.303389831",0.083,0.068,0.09,0.057,29.8,"33.7"
59,672279,"Siani, Michael","Jul",220,26.8,0.291,0.018,0.421,0.309,0.293,0.244,0.219,16,55,85.2,3.1,2258,89.2,89.81,11,49,10,0.5999999999999943,6.57,114,145,108,150,294,321,302,"-2.1","2.1","66.9","7.1",59,38,15,1,0,0,17,28.8,2,3.4,2.33169,0.55356,0.21932,-0.06271,"93.3",120,42.10526315789473,0,0,5.8,-0.8,-0.06,2.3,0.339,0,"3.547457627",0.272,0.262,"-3.547457627",0.072,0.067,0.047,0.049,22.4,"38.0"
58,666149,"Fitzgerald, Tyler","Jul",213,27.2,0.327,0.538,0.333,0.865,0.516,0.408,0.282,17,52,89.3,14.5,2318,90.2,90.62,13,48,10,0.3999999999999915,6.41,108,152,121,146,305,318,293,"-9.6","9.6","69.9","7.2",58,35,6,2,1,8,17,29.3,6,10.3,2.08103,0.73914,0.40345,-0.00448,"95.0",200,45.714285714285715,22.857142857142858,13.793103448275861,5.75,-0.09,0.21,2.49,0.397,8,"16.613793103",0.356,0.609,"-16.613793103",0.045,0.041000000000000036,0.256,0.108,27.1,"38.2"
58,694388,"Loperfido, Joey","Jul",225,25.8,0.154,0.135,0.226,0.288,0.227,0.265,0.19,8,52,87.8,17.8,2338,90.1,90.09,17,49,9,0,6.35,117,144,118,150,288,323,297,"3.4","-3.4","71.3","7.8",58,32,4,2,1,1,21,36.2,3,5.2,2.29448,0.55534,0.39825,-0.35368,"93.3",178,34.375,6.25,3.4482758620689653,5.63,-1.85,0.19,2.31,0.224,2,"-5.927586207",0.262,0.324,"5.927586207",-0.036,-0.038000000000000006,-0.036,-0.038,34.7,"34.9"
57,694497,"Carter, Evan","May",220,25.9,0.132,0.057,0.206,0.189,0.176,0.221,0.181,7,53,84.9,20.4,2191,90.3,90.56,6,40,17,0.29999999999999716,6.49,115,145,118,151,292,325,298,"4.9","-4.9","69.9","6.8",57,34,5,1,1,0,19,33.3,4,7,2.16719,0.66614,0.50088,-0.29561,"91.7",167,26.47058823529412,2.941176470588235,1.7543859649122806,5.76,-1.16,-0.09,2.54,0.193,1,"-8.592982456",0.239,0.244,"8.592982456",-0.049,-0.045999999999999985,-0.055,-0.045,15,"35.7"
57,694388,"Loperfido, Joey","Sep/Oct",241,23.7,0.185,0.093,0.323,0.278,0.224,0.209,0.175,10,54,89.3,10.5,2272,90.2,90.38,15,46,11,0.20000000000000284,6.48,112,146,123,151,292,322,300,"5.3","-5.3","71.1","8.0",57,31,5,5,0,0,23,40.4,3,5.3,2.21175,0.63105,0.3775,-0.19893,"92.7",146,38.70967741935484,3.225806451612903,1.7543859649122806,5.8,-0.5,-0.02,2.14,0.228,1,"-9.312280702",0.218,0.247,"9.312280702",0.01,0.010000000000000009,0.031,0.015,32.6,"38.7"
55,686780,"Pagés, Pedro","Jun",223,24.7,0.24,0.16,0.256,0.4,0.298,0.266,0.224,12,50,87.1,9.7,2270,89,89.24,9,50,5,0.20000000000000284,6.37,106,148,122,146,308,321,288,"1.7","-1.7","71.7","7.0",55,41,9,0,1,2,10,18.2,4,7.3,2.54796,0.36704,0.34151,-0.05623,"92.2",149,31.70731707317073,2.4390243902439024,1.8181818181818181,5.66,-0.65,0.23,2.04,0.291,1,"-3.025454545",0.279,0.309,"3.025454545",0.016,0.011999999999999955,0.091,0.032,18,"33.8"
55,696100,"Goodman, Hunter","Sep/Oct",204,27,0.226,0.321,0.212,0.547,0.337,0.298,0.224,12,53,89.2,20.9,2317,90,90.66,14,52,3,0.7000000000000028,6.47,111,152,125,148,308,330,299,"-4.2","4.2","72.8","7.0",55,38,5,2,0,5,15,27.3,2,3.6,2.30691,0.54604,0.29691,0.01291,"93.6",188,36.84210526315789,15.789473684210526,10.909090909090908,5.75,-0.8,0.08,2.22,0.255,6,"7.594545455",0.252,0.447,"-7.594545455",0.002,0.0030000000000000027,0.1,0.039,26.9,"38.2"
55,681624,"Pages, Andy","Mar/Apr",194,28.4,0.3,0.22,0.325,0.52,0.356,0.352,0.292,15,50,89.6,24.8,2231,91,91.61,6,48,7,0.5999999999999943,6.57,106,152,120,146,300,319,292,"-3.2","3.2","73.6","7.7",55,42,8,5,0,2,10,18.2,0,0,1.99945,0.79685,0.55273,0.15164,"94.9",206,47.61904761904761,7.142857142857142,5.454545454545454,5.76,-0.78,-0.09,2.51,0.327,3,"5.770909091",0.33,0.471,"-5.770909091",0.008,-0.0030000000000000027,0.049,0.004,12.5,"38.2"
55,678877,"Noel, Jhonkensy","Jul",196,28.1,0.26,0.28,0.29,0.54,0.358,0.363,0.242,13,50,89.9,13.9,2242,88.7,89.1,13,48,7,0.3999999999999915,6.5,105,151,124,146,297,325,294,"-1.8","1.8","76.9","7.8",55,35,7,2,0,4,16,29.1,2,3.6,2.43382,0.496,0.354,-0.278,"96.0",170,45.714285714285715,14.285714285714285,9.090909090909092,5.8,-0.44,0.13,2.04,0.309,5,"3.201818182",0.309,0.482,"-3.201818182",0.018,0,0.058,-0.005,27.1,"39.6"
54,678877,"Noel, Jhonkensy","Sep/Oct",205,26.3,0.118,0.078,0.182,0.196,0.163,0.226,0.197,6,51,87.2,16.9,2321,88.4,88.99,14,47,7,0.5999999999999943,6.58,107,152,122,147,301,323,296,"3","-3","77.7","7.7",54,33,3,2,1,0,18,33.3,3,5.6,2.31093,0.63315,0.23148,0.00407,"92.6",170,30.303030303030305,3.0303030303030303,1.8518518518518516,5.88,-0.97,0.29,2.13,0.167,1,"-5.605555556",0.242,0.261,"5.605555556",-0.079,-0.07499999999999998,-0.065,-0.063,29.8,"41.1"
54,677587,"Rocchio, Brayan","Jul",184,29.3,0.18,0.14,0.2,0.32,0.236,0.25,0.197,9,50,82.7,4,2183,90.4,90.84,12,49,5,0.3999999999999915,6.46,107,148,112,149,286,317,296,"1.9","-1.9","69.9","7.2",54,37,6,1,0,2,14,25.9,2,3.7,2.1587,0.64519,0.57796,-0.57796,"91.3",147,21.62162162162162,10.81081081081081,7.4074074074074066,5.75,-0.48,-0.23,2.45,0.222,4,"-3.581481481",0.239,0.33,"3.581481481",-0.017,-0.016999999999999987,-0.01,-0.014,24.5,"37.6"
54,666152,"Hamilton, David","May",219,24.7,0.347,0.163,0.432,0.51,0.397,0.333,0.274,17,49,88.9,6.6,2282,90.6,91.1,7,45,9,0.5,6.65,116,146,111,152,282,318,301,"-3.2","3.2","69.2","7.1",54,38,12,3,1,1,11,20.4,5,9.3,2.02759,0.79593,0.48444,-0.46111,"93.8",173,39.473684210526315,5.263157894736842,3.7037037037037033,5.69,-1.76,-0.12,2.2,0.407,2,"5.922222222",0.341,0.412,"-5.922222222",0.073,0.06599999999999995,0.098,0.064,15.6,"38.7"
54,669234,"Malloy, Justyn-Henry","Aug",233,23.2,0.224,0.122,0.385,0.347,0.286,0.236,0.161,11,49,85.3,10.2,2280,89.2,89.32,19,46,8,0.09999999999999432,6.29,107,152,123,149,296,321,283,"0.9","-0.9","65.0","6.7",54,27,7,3,0,1,22,40.7,5,9.3,2.35407,0.55245,0.39352,0.04907,"92.3",150,33.33333333333333,11.11111111111111,5.555555555555555,5.55,-0.96,0.16,2.17,0.296,3,"-1.711111111",0.239,0.28,"1.711111111",0.063,0.056999999999999995,0.067,0.05,41.3,"34.6"
53,687231,"Hernaiz, Darell","Mar/Apr",205,25.9,0.174,0,0.235,0.174,0.211,0.292,0.241,8,46,86.3,5.6,2245,88.3,88.66,11,45,8,0.4000000000000057,6.55,109,150,116,146,302,317,287,"3","-3","67.0","7.1",53,34,8,0,0,0,13,24.5,6,11.3,2.28698,0.6825,0.26943,-0.08717,"92.7",129,38.23529411764706,2.941176470588235,1.8867924528301887,5.77,-0.51,0.33,2.24,0.264,1,"-5.590566038",0.326,0.31,"5.590566038",-0.067,-0.062,-0.136,-0.081,24.4,"40.5"
53,681393,"Norby, Connor","Aug",183,29,0.313,0.313,0.375,0.625,0.423,0.292,0.203,15,48,82.8,12.5,2226,87.6,87.95,12,47,6,0.4000000000000057,6.45,112,152,125,148,307,322,292,"-3.5","3.5","69.8","7.1",53,35,6,6,0,3,13,24.5,5,9.4,2.52774,0.47811,0.25577,-0.01308,"92.6",157,34.285714285714285,11.428571428571429,7.547169811320755,5.65,-0.65,0.09,2.2,0.377,4,"6.641509434",0.278,0.382,"-6.641509434",0.11,0.09899999999999998,0.243,0.131,25.5,"34.7"
52,687597,"Beck, Jordan","Aug",178,29.2,0.267,0.022,0.375,0.289,0.303,0.334,0.286,12,45,83.3,14.1,2176,88.5,89.15,11,43,9,0.5999999999999943,6.48,109,151,123,148,305,330,298,"-0.7","0.7","69.7","7.8",52,32,11,1,0,0,13,25,7,13.5,2.41538,0.51654,0.39288,-0.22135,"92.6",165,28.125,3.125,1.9230769230769231,5.89,0.03,0.28,2.2,0.365,1,"1.303846154",0.382,0.354,"-1.303846154",-0.019,-0.017000000000000015,-0.065,-0.031,25.6,"38.4"
51,687597,"Beck, Jordan","Sep/Oct",186,27.4,0.109,0.087,0.174,0.196,0.185,0.205,0.138,5,46,84.8,6.9,2349,88.4,88.91,17,41,10,0.5,6.41,111,151,124,146,313,331,296,"4","-4","70.0","7.8",51,24,3,1,0,1,22,43.1,4,7.8,2.5651,0.38367,0.08275,-0.05725,"92.9",130,25,4.166666666666666,1.9607843137254901,5.68,-0.99,0.08,2.37,0.196,1,"-7.882352941",0.222,0.215,"7.882352941",-0.029,-0.025999999999999995,-0.019,-0.02,41.5,"36.1"
50,669224,"Wells, Austin","Jun",202,24.8,0.238,0.19,0.333,0.429,0.335,0.289,0.201,10,42,91.7,16.4,2109,88.8,89.32,11,37,13,0.5,6.68,116,145,125,151,286,325,298,"-2.6","2.6","71.8","7.4",50,26,6,2,0,2,17,34,6,12,2.4938,0.4442,0.7378,-0.6194,"95.0",180,46.15384615384615,3.8461538461538463,2,5.46,-1.53,-0.1,2.2,0.34,1,"5.126",0.316,0.311,"-5.126",0.037,0.02400000000000002,0.118,0.046,29.7,"31.3"
49,681624,"Pages, Andy","Sep/Oct",189,25.9,0.267,0.289,0.258,0.556,0.369,0.41,0.303,12,45,90.8,19.3,2249,87.6,87.82,5,41,8,0.20000000000000284,6.3,110,150,126,145,304,327,299,"-1.5","1.5","72.1","7.7",49,35,7,1,0,4,10,20.4,3,6.1,2.59,0.48898,0.19286,-0.12265,"94.7",213,42.857142857142854,11.428571428571429,8.16326530612245,5.6,-0.77,0.23,2.29,0.313,4,"3.055102041",0.347,0.631,"-3.055102041",-0.036,-0.033999999999999975,-0.075,-0.041,12.2,"35.5"
48,668832,"McCann, Kyle","May",191,25.1,0.326,0.14,0.481,0.465,0.377,0.378,0.26,14,43,89.6,17.1,2223,88.4,88.84,12,40,8,0.3999999999999915,6.47,114,147,130,151,292,321,298,"-4.1","4.1","71.0","7.8",48,28,10,3,0,1,15,31.3,5,10.4,2.39083,0.56646,0.24083,-0.26875,"94.0",210,32.142857142857146,17.857142857142858,10.416666666666668,5.64,-1.8,-0.1,2.39,0.396,5,"8.620833333",0.337,0.553,"-8.620833333",0.066,0.059,-0.088,-0.001,30,"35.0"
48,669224,"Wells, Austin","May",161,29.8,0.213,0.106,0.27,0.319,0.237,0.266,0.241,10,47,91.2,18.4,2174,88.3,88.46,9,46,2,0.20000000000000284,6.45,116,146,122,153,290,326,296,"0.4","-0.4","70.6","7.3",48,37,5,5,0,0,10,20.8,1,2.1,2.44042,0.52833,0.47872,-0.53064,"95.0",199,43.24324324324324,0,0,5.79,-1.2,-0.23,2.34,0.229,0,"-0.93125",0.257,0.357,"0.93125",-0.028,-0.027999999999999997,-0.038,-0.029,19.6,"40.6"
48,672761,"Pérez, Wenceel","Mar/Apr",201,23.9,0.302,0.326,0.345,0.628,0.421,0.324,0.242,13,43,89.2,24.6,2154,87.7,88.03,8,40,8,0.29999999999999716,6.61,110,146,116,150,291,323,291,"-4.3","4.3","70.2","6.8",48,32,7,1,2,3,11,22.9,5,10.4,2.39766,0.63804,0.38638,-0.38638,"93.3",182,34.375,9.375,6.25,5.77,-1.04,-0.12,2.29,0.375,3,"8.935416667",0.322,0.414,"-8.935416667",0.06,0.05299999999999999,0.214,0.097,20,"40.1"
48,687231,"Hernaiz, Darell","Aug",188,25.5,0.214,0.119,0.242,0.333,0.292,0.25,0.191,9,42,85.2,12.6,2245,89,89.18,6,40,8,0.20000000000000284,6.47,110,151,118,148,303,321,288,"-0.2","0.2","68.4","7.0",48,34,6,2,0,1,8,16.7,5,10.4,2.26729,0.69,0.33,-0.01917,"91.5",157,20.588235294117645,0,0,5.9,-0.53,0.11,2.61,0.313,0,"0.495833333",0.293,0.235,"-0.495833333",0.023,0.020000000000000018,0.098,0.042,15,"39.8"
48,656248,"Bouchard, Sean","May",196,24.5,0.2,0.175,0.259,0.375,0.303,0.312,0.196,8,40,91.2,12.1,2279,87.9,88.65,8,36,12,0.7999999999999972,6.46,106,151,122,147,310,329,299,"1","-1","69.9","7.1",48,28,3,4,0,1,13,27.1,6,12.5,2.55167,0.40521,0.16958,-0.16917,"94.3",201,42.857142857142854,7.142857142857142,4.166666666666666,5.5,-0.85,0.18,2.26,0.313,2,"-2.004166667",0.315,0.375,"2.004166667",0.004,-0.0020000000000000018,0,-0.009,22.2,"34.1"
47,672761,"Pérez, Wenceel","Sep/Oct",234,20.1,0.238,0.119,0.385,0.357,0.3,0.236,0.164,10,42,92.5,20.8,2274,90.7,91.12,10,36,11,0.3999999999999915,6.4,111,149,119,150,296,329,295,"-1.2","1.2","70.9","7.0",47,26,6,3,1,0,16,34,5,10.6,2.04,0.7434,0.38064,-0.38064,"94.9",166,38.46153846153847,3.8461538461538463,2.127659574468085,5.67,-0.1,0.05,2.34,0.319,1,"2.459574468",0.253,0.259,"-2.459574468",0.074,0.066,0.098,0.064,27.8,"36.8"
46,691718,"Crow-Armstrong, Pete","May",176,26.1,0.225,0.075,0.281,0.3,0.272,0.286,0.22,9,40,87.4,11.6,2306,88.8,89.2,5,37,9,0.4000000000000057,6.47,114,144,107,148,291,319,299,"1.5","-1.5","68.7","7.1",46,32,7,1,1,0,9,19.6,3,6.5,2.45522,0.47043,0.21533,-0.38378,"92.2",166,28.125,6.25,4.3478260869565215,5.63,-1.03,0.17,2.25,0.304,2,"-3.215217391",0.303,0.321,"3.215217391",0.005,0.0010000000000000009,-0.021,-0.014,13.5,"35.0"
44,682657,"Martínez, Angel","Sep/Oct",167,26.3,0.22,0.024,0.29,0.244,0.236,0.231,0.189,9,41,91.5,17.5,2267,91.8,92.58,8,39,5,0.7999999999999972,6.64,115,146,113,151,290,315,293,"1.3","-1.3","67.2","7.2",44,31,8,1,0,0,10,22.7,3,6.8,1.89295,0.82227,0.43182,-0.43182,"93.9",168,48.38709677419355,0,0,5.89,-1.12,-0.09,2.35,0.273,0,"-2.845454545",0.245,0.269,"2.845454545",0.031,0.028000000000000025,-0.025,0.005,20.5,"42.5"
44,642020,"Robinson, Chuckie","Sep/Oct",163,27,0.103,0,0.138,0.103,0.159,0.228,0.166,4,39,87.7,6.2,2176,88.2,88.48,6,35,9,0.29999999999999716,6.48,112,152,124,148,299,323,289,"5.6","-5.6","71.8","7.1",44,29,4,0,0,0,10,22.7,4,9.1,2.38591,0.60136,0.23773,-0.19864,"92.1",135,31.03448275862069,3.4482758620689653,2.272727272727273,5.83,-0.34,0.07,2.28,0.205,1,"-12.777272727",0.261,0.221,"12.777272727",-0.063,-0.05600000000000002,-0.118,-0.069,17.1,"39.3"
44,686780,"Pagés, Pedro","Jul",174,25.3,0.31,0.071,0.419,0.381,0.316,0.29,0.264,13,42,89.7,13.8,2251,89.8,90.25,8,39,5,0.5,6.49,108,150,119,146,311,324,293,"-2.7","2.7","72.0","6.8",44,31,11,1,1,0,11,25,2,4.5,2.22955,0.62068,0.44341,-0.39886,"94.8",186,45.16129032258064,3.225806451612903,2.272727272727273,5.76,0.24,0.1,2.38,0.341,1,"6.061363636",0.297,0.359,"-6.061363636",0.046,0.04400000000000004,0.022,0.026,20.5,"39.1"
43,677008,"Kjerstad, Heston","Jul",167,25.7,0.231,0.077,0.348,0.308,0.277,0.276,0.206,9,39,90.3,6,2167,88.6,88.63,12,36,7,0,6.33,117,146,127,152,298,323,304,"-1.8","1.8","69.3","6.9",43,24,8,0,0,1,15,34.9,3,7,2.55465,0.39326,0.27465,-0.10209,"94.1",169,41.66666666666667,4.166666666666666,2.3255813953488373,5.86,-1.35,-0.17,2.68,0.302,1,"4.293023256",0.28,0.337,"-4.293023256",0.025,0.021999999999999964,-0.029,0.001,33.3,"41.1"
43,672640,"Lopez, Otto","Jul",154,27.9,0.122,0.024,0.156,0.146,0.143,0.226,0.206,5,41,83.6,6.8,2236,89.2,89.62,8,40,3,0.3999999999999915,6.63,108,151,116,148,305,319,282,"6.6","-6.6","66.8","6.4",43,32,4,1,0,0,9,20.9,2,4.7,2.19977,0.70814,0.39628,-0.21302,"93.3",108,34.375,3.125,2.3255813953488373,5.6,-0.34,0.23,2.25,0.163,1,"-15.288372093",0.243,0.258,"15.288372093",-0.084,-0.07999999999999999,-0.112,-0.083,20,"37.2"
43,672279,"Siani, Michael","Mar/Apr",175,24.6,0.108,0.054,0.16,0.162,0.195,0.226,0.155,4,37,84.2,2.9,2138,89.1,89.55,8,33,10,0.5,6.55,116,146,109,150,289,319,299,"4.9","-4.9","69.4","7.2",43,25,3,0,1,0,12,27.9,5,11.6,2.33814,0.56302,0.47,-0.07605,"91.4",86,16,0,0,5.74,-0.19,0.04,2.37,0.233,0,"-11.430232558",0.273,0.189,"11.430232558",-0.047,-0.04000000000000001,-0.027,-0.031,24.2,"38.7"
42,696100,"Goodman, Hunter","May",144,29.2,0.225,0.175,0.267,0.4,0.286,0.317,0.258,9,40,86.2,11.3,2260,86.4,86.7,8,39,3,0.29999999999999716,6.31,108,148,121,145,304,328,296,"1.8","-1.8","72.8","7.1",42,31,4,4,0,1,9,21.4,1,2.4,2.79476,0.29048,0.0169,-0.19167,"94.2",190,38.70967741935484,9.67741935483871,7.142857142857142,5.44,-0.93,0.09,2.14,0.262,3,"-4.302380952",0.293,0.442,"4.302380952",-0.033,-0.030999999999999972,-0.042,-0.031,20.5,"28.8"
41,666152,"Hamilton, David","Mar/Apr",152,27,0.216,0.108,0.304,0.324,0.278,0.29,0.238,8,37,88.8,11,2126,87.5,87.83,11,35,6,0.29999999999999716,6.48,112,146,116,152,278,315,304,"1.6","-1.6","66.0","7.1",41,24,6,1,0,1,13,31.7,3,7.3,2.25976,0.80024,0.52146,-0.47902,"93.5",172,37.5,4.166666666666666,2.4390243902439024,5.73,-1.25,-0.11,2.51,0.293,1,"-4",0.312,0.327,"4",-0.022,-0.019000000000000017,-0.003,-0.012,31.4,"38.9"
41,700250,"Rice, Ben","Aug",169,24.3,0.057,0,0.08,0.057,0.127,0.208,0.14,2,35,87.5,19.5,2196,89.9,90.3,8,33,8,0.3999999999999915,6.55,117,145,127,151,293,327,293,"6","-6","72.0","7.2",41,25,2,0,0,0,11,26.8,5,12.2,2.16805,0.67415,0.5425,-0.376,"92.9",145,32,0,0,5.76,-1.05,-0.2,2.49,0.171,0,"-14.629268293",0.244,0.178,"14.629268293",-0.083,-0.07299999999999998,-0.121,-0.081,24.2,"38.5"
41,702358,"Lipscomb, Trey","May",151,27.2,0.2,0,0.25,0.2,0.251,0.305,0.249,7,35,88.1,-0.8,2256,90.4,91.13,6,34,7,0.6999999999999886,6.72,111,151,117,148,294,317,286,"1.4","-1.4","68.1","7.4",41,28,7,0,0,0,7,17.1,6,14.6,2.11512,0.72,0.34976,0.04341,"92.7",94,25,0,0,5.81,-0.75,0.12,2.37,0.317,0,"-3.519512195",0.359,0.295,"3.519512195",-0.049,-0.04199999999999998,-0.095,-0.054,17.6,"40.3"
40,677942,"Alexander, Blaze","May",151,26.5,0.184,0,0.269,0.184,0.189,0.248,0.221,7,38,89.1,7.7,2257,89.2,89.39,7,33,7,0.20000000000000284,6.44,108,151,115,148,308,323,287,"3.8","-3.8","73.2","7.5",40,26,7,0,0,0,12,30,2,5,2.2475,0.64725,0.288,-0.054,"93.8",130,38.46153846153847,3.8461538461538463,2.5,5.79,-0.21,0.23,2.15,0.225,1,"-9.4275",0.26,0.301,"9.4275",-0.037,-0.035,-0.117,-0.059,21.2,"40.3"
40,700250,"Rice, Ben","Jun",167,24,0.273,0.061,0.31,0.333,0.32,0.407,0.319,9,33,91.5,19.5,2200,88.4,88.66,4,33,7,0.29999999999999716,6.53,123,146,132,152,284,321,293,"0.9","-0.9","70.9","7.3",40,29,7,2,0,0,5,12.5,6,15,2.52425,0.45275,0.347,-0.1805,"93.9",191,37.93103448275862,10.344827586206897,7.5,5.71,-0.67,-0.27,2.38,0.375,3,"-2.2525",0.415,0.528,"2.2525",-0.046,-0.03999999999999998,-0.195,-0.087,12.1,"35.6"
37,694388,"Loperfido, Joey","May",147,25.2,0.353,0.118,0.611,0.471,0.383,0.33,0.3,12,34,90.5,13.5,2192,89.7,89.7,11,30,7,0,6.44,118,145,123,152,286,326,299,"-2","2","71.8","7.6",37,19,10,1,0,1,15,40.5,3,8.1,2.28216,0.59784,0.34528,-0.28417,"94.3",175,42.10526315789473,0,0,5.87,-1.21,0.04,2.07,0.405,0,"5.402702703",0.356,0.381,"-5.402702703",0.053,0.049000000000000044,0.09,0.053,36.7,"41.3"
37,808982,"Lee, Jung Hoo","May",125,29.6,0.27,0.027,0.294,0.297,0.248,0.281,0.253,10,37,85,17.6,2239,88.5,88.83,2,36,1,0.29999999999999716,6.35,115,146,106,149,283,322,297,"0.8","-0.8","70.3","7.4",37,34,9,1,0,0,3,8.1,0,0,2.32595,0.61459,0.24216,0.11081,"92.3",190,26.47058823529412,8.823529411764707,8.108108108108109,5.91,-0.72,-0.05,2.25,0.27,3,"-2.278378378",0.253,0.399,"2.278378378",0.017,0.017000000000000015,-0.102,-0.033,5.6,"39.4"
36,667472,"Myers, Dane","May",149,24.2,0.241,0.138,0.333,0.379,0.331,0.379,0.256,7,29,87,21,2208,86.9,86.95,5,24,12,0,6.46,110,150,116,147,303,319,291,"-2.9","2.9","71.5","7.6",36,19,5,1,0,1,11,30.6,4,11.1,2.65194,0.4375,0.20583,-0.06528,"93.6",216,36.84210526315789,15.789473684210526,8.333333333333332,5.65,0.93,-0.2,2.04,0.361,3,"8.041666667",0.373,0.511,"-8.041666667",-0.015,-0.01200000000000001,-0.132,-0.048,20.8,"37.4"
36,686780,"Pagés, Pedro","Aug",135,26.7,0.257,0.086,0.333,0.343,0.272,0.265,0.223,9,35,88.7,5.8,2162,87.8,88.21,9,34,2,0.4000000000000057,6.41,108,151,123,148,303,324,288,"2.4","-2.4","72.4","6.8",36,25,8,0,0,1,10,27.8,1,2.8,2.465,0.52389,0.16944,-0.06556,"92.6",145,36,4,2.7777777777777777,5.81,0.49,0.1,2.42,0.278,1,"-6.763888889",0.245,0.368,"6.763888889",0.034,0.03300000000000003,-0.025,0.007,26.5,"40.1"
36,702616,"Holliday, Jackson","Mar/Apr",148,24.3,0.059,0,0.125,0.059,0.087,0.151,0.112,2,34,87.3,4.4,2243,88.3,88.59,13,29,7,0.29999999999999716,6.53,115,145,122,151,297,325,302,"6.2","-6.2","70.3","7.1",36,16,2,0,0,0,18,50,2,5.6,2.44222,0.53222,0.2375,0.12139,"93.0",134,37.5,6.25,2.7777777777777777,5.7,-1.35,-0.03,2.36,0.111,1,"-17.230555556",0.162,0.164,"17.230555556",-0.053,-0.051000000000000004,-0.105,-0.064,44.8,"36.8"
